order,category,category_reason,relevance_pro_ikz,relevance_rank,dataset_id,dataset_title,rodina_datasetu,hlavni_skupina,detailni_skupina,uzemni_uroven,zdroj_typ,status,source_kind,source_code,source_title,selected_file,selected_sheet,selected_format,row_count,column_count,time_columns,years_min,years_max,years_count,years_sample,years_source,has_target_years,target_years_present,target_years_missing,has_primary_key,primary_key_column,primary_key_kind,primary_key_note,start_catalog,end_catalog,periodicita_text,head_csv,tail_csv,metadata_json,page,error,territorial_scope,territorial_scope_label,territorial_rank,territorial_evidence,family_sort_key,variant_year
50,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_bydlnaroz_pohlavi,Sčítání 2021 - Obyvatelstvo podle bydliště matky v době narození a pohlaví,Sčítání 2021 - Obyvatelstvo podle bydliště matky v době narození a pohlaví,Demografie a populace,věková a pohlavní struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle bydliště matky v době narození a pohlaví'},ds_sldb2021_bydlnaroz_pohlavi.csv,,csv,391140.0,17.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_bydlnaroz_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_bydliste_matky_v_dobe_naro_head.csv,previews\C_sldb2021_bydlnaroz_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_bydliste_matky_v_dobe_naro_tail.csv,previews\C_sldb2021_bydlnaroz_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_bydliste_matky_v_dobe_naro_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobyvatelstvopodlebydlistematkyvdobenarozeniapohlavi,2021
51,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_bydl1rok_pohlavi,Sčítání 2021 - Obyvatelstvo podle bydliště rok před sčítáním a pohlaví,Sčítání 2021 - Obyvatelstvo podle bydliště rok před sčítáním a pohlaví,Demografie a populace,věková a pohlavní struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle bydliště rok před sčítáním a pohlaví'},ds_sldb2021_bydl1rok_pohlavi.csv,,csv,391140.0,17.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_bydl1rok_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_bydliste_rok_pred_scitanim_head.csv,previews\C_sldb2021_bydl1rok_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_bydliste_rok_pred_scitanim_tail.csv,previews\C_sldb2021_bydl1rok_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_bydliste_rok_pred_scitanim_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobyvatelstvopodlebydlisterokpredscitanimapohlavi,2021
52,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_vek10_pohlavi,Sčítání 2021 - Obyvatelstvo podle desetiletých věkových skupin a pohlaví,Sčítání 2021 - Obyvatelstvo podle desetiletých věkových skupin a pohlaví,Demografie a populace,věková a pohlavní struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle desetiletých věkových skupin a pohlaví'},ds_sldb2021_vek10_pohlavi.csv,,csv,242064.0,15.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_vek10_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_desetiletych_vekovych_skup_head.csv,previews\C_sldb2021_vek10_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_desetiletych_vekovych_skup_tail.csv,previews\C_sldb2021_vek10_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_desetiletych_vekovych_skup_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobyvatelstvopodledesetiletychvekovychskupinapohlavi,2021
53,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_druhregpobyt_pohlavi,Sčítání 2021 - Obyvatelstvo podle druhu registrovaného pobytu a pohlaví,Sčítání 2021 - Obyvatelstvo podle druhu registrovaného pobytu a pohlaví,Demografie a populace,věková a pohlavní struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle druhu registrovaného pobytu'},ds_sldb2021_druhregpobyt_pohlavi.csv,,csv,36900.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_druhregpobyt_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_druhu_registrovaneho_pobyt_head.csv,previews\C_sldb2021_druhregpobyt_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_druhu_registrovaneho_pobyt_tail.csv,previews\C_sldb2021_druhregpobyt_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_druhu_registrovaneho_pobyt_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobyvatelstvopodledruhuregistrovanehopobytuapohlavi,2021
54,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_aktivita_pohlavi,Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity a pohlaví,Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity a pohlaví,"Práce, příjmy a ekonomika",věková a pohlavní struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle ekonomické aktivity a pohlaví'},ds_sldb2021_aktivita_pohlavi.csv,,csv,282408.0,17.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_aktivita_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_ekonomicke_aktivity_a_pohl_head.csv,previews\C_sldb2021_aktivita_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_ekonomicke_aktivity_a_pohl_tail.csv,previews\C_sldb2021_aktivita_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_ekonomicke_aktivity_a_pohl_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobyvatelstvopodleekonomickeaktivityapohlavi,2021
55,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_aktivita_vek10_pohlavi,"Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity, desetiletých věkových skupin a pohlaví","Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity, desetiletých věkových skupin a pohlaví","Práce, příjmy a ekonomika",věková a pohlavní struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Obyvatelstvo podle ekonomické aktivity, desetiletých věkových skupin a pohlaví'}",ds_sldb2021_aktivita_vek10_pohlavi.csv,,csv,1129140.0,20.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_aktivita_vek10_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_ekonomicke_aktivity_deseti_head.csv,previews\C_sldb2021_aktivita_vek10_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_ekonomicke_aktivity_deseti_tail.csv,previews\C_sldb2021_aktivita_vek10_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_ekonomicke_aktivity_deseti_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobyvatelstvopodleekonomickeaktivitydesetiletychvekovychskupinapohlavi,2021
56,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_aktivita_vek_pohlavi,"Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity, základních věkových skupin a pohlaví","Sčítání 2021 - Obyvatelstvo podle ekonomické aktivity, základních věkových skupin a pohlaví","Práce, příjmy a ekonomika",věková a pohlavní struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,"{'cs': 'Obyvatelstvo podle ekonomické aktivity, základních věkových skupin a pohlaví'}",ds_sldb2021_aktivita_vek_pohlavi.csv,,csv,847224.0,20.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_aktivita_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_ekonomicke_aktivity_zaklad_head.csv,previews\C_sldb2021_aktivita_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_ekonomicke_aktivity_zaklad_tail.csv,previews\C_sldb2021_aktivita_vek_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_ekonomicke_aktivity_zaklad_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobyvatelstvopodleekonomickeaktivityzakladnichvekovychskupinapohlavi,2021
57,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_vek1_pohlavi,Sčítání 2021 - Obyvatelstvo podle jednotek věku a pohlaví,Sčítání 2021 - Obyvatelstvo podle jednotek věku a pohlaví,Demografie a populace,věková a pohlavní struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle jednotek věku a pohlaví'},ds_sldb2021_vek1_pohlavi.csv,,csv,589968.0,15.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_vek1_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_jednotek_veku_a_pohlavi_head.csv,previews\C_sldb2021_vek1_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_jednotek_veku_a_pohlavi_tail.csv,previews\C_sldb2021_vek1_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_jednotek_veku_a_pohlavi_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobyvatelstvopodlejednotekvekuapohlavi,2021
58,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_jazyk1,Sčítání 2021 - Obyvatelstvo podle mateřského jazyka (1 mateřský jazyk),Sčítání 2021 - Obyvatelstvo podle mateřského jazyka (1 mateřský jazyk),Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle mateřského jazyka (1 mateřský jazyk)'},ds_sldb2021_jazyk1.csv,,csv,101872.0,12.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_jazyk1_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_1_maters_head.csv,previews\C_sldb2021_jazyk1_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_1_maters_tail.csv,previews\C_sldb2021_jazyk1_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_1_maters_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobyvatelstvopodlematerskehojazyka1materskyjazyk,2021
59,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_jazyk,Sčítání 2021 - Obyvatelstvo podle mateřského jazyka (1 nebo 2 mateřské jazyky),Sčítání 2021 - Obyvatelstvo podle mateřského jazyka (1 nebo 2 mateřské jazyky),Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle mateřského jazyka'},ds_sldb2021_jazyk.csv,,csv,101849.0,12.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_jazyk_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_1_nebo_2_head.csv,previews\C_sldb2021_jazyk_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_1_nebo_2_tail.csv,previews\C_sldb2021_jazyk_Scitani_2021_-_Obyvatelstvo_podle_materskeho_jazyka_1_nebo_2_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobyvatelstvopodlematerskehojazyka1nebo2materskejazyky,2021
60,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_mistoregpobyt_pohlavi,Sčítání 2021 - Obyvatelstvo podle místa registrovaného pobytu a pohlaví,Sčítání 2021 - Obyvatelstvo podle místa registrovaného pobytu a pohlaví,Demografie a populace,věková a pohlavní struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle místa registrovaného pobytu a pohlaví'},ds_sldb2021_mistoregpobyt_pohlavi.csv,,csv,36900.0,16.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,"územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns, sample_uzemityp_has_obec); v head preview se hodnoty opakují (odhad duplicity 80%)",2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_mistoregpobyt_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_mista_registrovaneho_pobyt_head.csv,previews\C_sldb2021_mistoregpobyt_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_mista_registrovaneho_pobyt_tail.csv,previews\C_sldb2021_mistoregpobyt_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_mista_registrovaneho_pobyt_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_typ/vuzemi_typ contains obec: obec, okres",scitaniobyvatelstvopodlemistaregistrovanehopobytuapohlavi,2021
61,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_vira,Sčítání 2021 - Obyvatelstvo podle náboženské víry,Sčítání 2021 - Obyvatelstvo podle náboženské víry,Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle náboženské víry'},ds_sldb2021_vira.csv,,csv,531196.0,12.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_vira_Scitani_2021_-_Obyvatelstvo_podle_nabozenske_viry_head.csv,previews\C_sldb2021_vira_Scitani_2021_-_Obyvatelstvo_podle_nabozenske_viry_tail.csv,previews\C_sldb2021_vira_Scitani_2021_-_Obyvatelstvo_podle_nabozenske_viry_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobyvatelstvopodlenabozenskeviry,2021
62,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_narodnost,Sčítání 2021 - Obyvatelstvo podle národnosti,Sčítání 2021 - Obyvatelstvo podle národnosti,Demografie a populace,struktura populace a diverzita,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle národnosti (osoby s jednou nebo více národnostmi)'},ds_sldb2021_narodnost.csv,,csv,537920.0,12.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_narodnost_Scitani_2021_-_Obyvatelstvo_podle_narodnosti_head.csv,previews\C_sldb2021_narodnost_Scitani_2021_-_Obyvatelstvo_podle_narodnosti_tail.csv,previews\C_sldb2021_narodnost_Scitani_2021_-_Obyvatelstvo_podle_narodnosti_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobyvatelstvopodlenarodnosti,2021
63,C,"má primary key, ale neobsahuje cílové roky (data)",jádrová pro IKŽ,0,sldb2021_pohlavi,Sčítání 2021 - Obyvatelstvo podle pohlaví,Sčítání 2021 - Obyvatelstvo podle pohlaví,Demografie a populace,věková a pohlavní struktura populace,více úrovní (census),Sčítání 2021,OK_LKOD,LKOD,resource#1,{'cs': 'Obyvatelstvo podle pohlaví'},ds_sldb2021_pohlavi.csv,,csv,20172.0,12.0,"sldb_rok, sldb_datum",2021.0,2021.0,1,2021,data_columns,False,,"2023, 2024",True,uzemi_cis,equivalent,územní kód použitelný jako obecní ekvivalent (sample_contains_municipality_columns); v head preview se hodnoty opakují (odhad duplicity 80%),2021-03-26 00:00:00,2021-03-26 00:00:00,jednorázové / snapshot,previews\C_sldb2021_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_pohlavi_head.csv,previews\C_sldb2021_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_pohlavi_tail.csv,previews\C_sldb2021_pohlavi_Scitani_2021_-_Obyvatelstvo_podle_pohlavi_meta.json,https://www.czso.cz/csu/czso/vysledky-scitani-2021-otevrena-data-dokumentace,roky načteny z celého souboru po chunkách | dataset obsahuje jediný rok 2021 v intervalu 2020-2023; head/tail jsou z celého datasetu,obec,obec,0,"uzemi_cis/vuzemi_cis=43,101",scitaniobyvatelstvopodlepohlavi,2021
